user_id,date,weekday,is_weekend,avg_login_hour,earliest_login_hour,after_hours_login,failed_logins,login_count,distinct_ips,files_accessed,sensitive_files_accessed,files_downloaded,usb_events,usb_first_time,usb_data_mb,transfer_mb,external_transfer_mb,department
user001,2026-06-20,5,1,,,0,0,0,0,13,0,4,0,0,0.0,66.4,0.0,IT Ops
user001,2026-06-21,6,1,,,0,0,0,0,12,0,3,0,0,0.0,61.2,0.0,IT Ops
user001,2026-06-22,0,0,10.266666666666667,10.266666666666667,0,0,1,1,15,0,3,1,1,5.6,66.9,0.0,IT Ops
user001,2026-06-23,1,0,11.3,11.3,0,0,1,1,9,0,1,0,0,0.0,67.0,0.0,IT Ops
user001,2026-06-24,2,0,10.533333333333333,10.533333333333333,0,0,1,1,11,0,3,0,0,0.0,73.3,0.0,IT Ops
user001,2026-06-25,3,0,10.55,10.55,0,0,1,1,3,0,2,0,0,0.0,73.9,0.0,IT Ops
user001,2026-06-26,4,0,10.983333333333333,10.983333333333333,0,0,1,1,9,0,1,0,0,0.0,79.4,79.4,IT Ops
user001,2026-06-27,5,1,,,0,0,0,0,15,0,3,0,0,0.0,58.7,0.0,IT Ops
user001,2026-06-28,6,1,,,0,0,0,0,5,0,1,0,0,0.0,43.5,43.5,IT Ops
user001,2026-06-29,0,0,10.866666666666667,10.866666666666667,0,0,1,1,13,0,3,1,1,11.0,61.1,0.0,IT Ops
user002,2026-05-01,4,0,10.633333333333333,10.633333333333333,0,0,1,1,13,2,7,0,0,0.0,39.1,0.0,Legal
user002,2026-05-02,5,1,,,0,0,0,0,20,3,6,1,1,24.2,21.4,0.0,Legal
user002,2026-05-03,6,1,,,0,0,0,0,17,4,3,0,0,0.0,1.0,0.0,Legal
user002,2026-05-04,0,0,10.333333333333334,10.333333333333334,0,0,1,1,17,0,4,0,0,0.0,1.0,0.0,Legal
user002,2026-05-05,1,0,10.466666666666667,10.466666666666667,0,0,1,1,10,2,4,0,0,0.0,1.0,1.0,Legal
user002,2026-05-06,2,0,11.066666666666666,11.066666666666666,0,0,1,1,10,2,1,0,0,0.0,18.3,0.0,Legal
user002,2026-05-07,3,0,10.516666666666667,10.516666666666667,0,0,1,1,11,4,5,0,0,0.0,36.8,0.0,Legal
user002,2026-05-08,4,0,10.566666666666666,10.566666666666666,0,0,1,1,12,4,1,0,0,0.0,41.1,0.0,Legal
user002,2026-05-09,5,1,,,0,0,0,0,14,3,6,0,0,0.0,10.3,0.0,Legal
user002,2026-05-10,6,1,,,0,0,0,0,17,4,6,0,0,0.0,17.7,0.0,Legal
user002,2026-05-11,0,0,10.416666666666666,10.416666666666666,0,0,1,1,11,1,5,0,0,0.0,29.6,0.0,Legal
user002,2026-05-12,1,0,11.15,11.15,0,0,1,1,14,4,6,1,1,31.5,1.1,0.0,Legal
user002,2026-05-13,2,0,10.733333333333333,10.733333333333333,0,0,1,1,13,3,4,0,0,0.0,1.0,0.0,Legal
user002,2026-05-14,3,0,10.083333333333334,10.083333333333334,0,0,1,1,13,2,2,0,0,0.0,41.9,0.0,Legal
user002,2026-05-15,4,0,10.516666666666667,10.516666666666667,0,0,1,1,8,2,1,1,1,10.1,50.4,0.0,Legal
user002,2026-05-16,5,1,,,0,0,0,0,19,2,7,0,0,0.0,1.0,0.0,Legal
user002,2026-05-17,6,1,,,0,0,0,0,11,2,3,0,0,0.0,59.2,0.0,Legal
user002,2026-05-18,0,0,10.666666666666666,10.666666666666666,0,0,1,1,20,5,10,0,0,0.0,17.5,0.0,Legal
user002,2026-05-19,1,0,11.183333333333334,11.183333333333334,0,0,1,1,3,0,2,0,0,0.0,31.7,0.0,Legal
user002,2026-05-20,2,0,10.633333333333333,10.633333333333333,0,0,1,1,10,0,2,0,0,0.0,22.2,0.0,Legal
user002,2026-05-21,3,0,10.55,10.55,0,0,1,1,11,4,0,0,0,0.0,16.1,0.0,Legal
user002,2026-05-22,4,0,9.983333333333333,9.983333333333333,0,0,1,1,9,4,1,0,0,0.0,11.5,0.0,Legal
user002,2026-05-23,5,1,,,0,0,0,0,14,4,5,0,0,0.0,9.8,0.0,Legal
user002,2026-05-24,6,1,,,0,0,0,0,14,3,4,0,0,0.0,18.2,0.0,Legal
user002,2026-05-25,0,0,10.216666666666667,10.216666666666667,0,0,1,1,13,3,5,0,0,0.0,12.2,0.0,Legal
user002,2026-05-26,1,0,9.966666666666667,9.966666666666667,0,0,1,1,14,5,5,0,0,0.0,34.9,0.0,Legal
user002,2026-05-27,2,0,10.233333333333333,10.233333333333333,0,0,1,1,13,7,3,0,0,0.0,12.9,0.0,Legal
user002,2026-05-28,3,0,10.483333333333333,10.483333333333333,0,0,1,1,9,4,4,0,0,0.0,7.4,0.0,Legal
user002,2026-05-29,4,0,10.916666666666666,10.916666666666666,0,0,1,1,12,3,3,0,0,0.0,30.6,0.0,Legal
user002,2026-05-30,5,1,,,0,0,0,0,14,4,3,0,0,0.0,27.6,0.0,Legal
user002,2026-05-31,6,1,,,0,0,0,0,9,1,3,1,1,21.3,1.0,0.0,Legal
user002,2026-06-01,0,0,10.25,10.25,0,0,1,1,8,1,5,0,0,0.0,43.1,0.0,Legal
user002,2026-06-02,1,0,10.216666666666667,10.216666666666667,0,0,1,1,11,4,4,0,0,0.0,25.4,0.0,Legal
user002,2026-06-03,2,0,10.35,10.35,0,0,1,1,14,4,5,0,0,0.0,11.8,0.0,Legal
user002,2026-06-04,3,0,10.833333333333334,10.833333333333334,0,0,1,1,17,4,5,0,0,0.0,14.4,0.0,Legal
user002,2026-06-05,4,0,11.166666666666666,11.166666666666666,0,0,1,1,15,2,7,0,0,0.0,30.2,0.0,Legal
user002,2026-06-06,5,1,,,0,0,0,0,19,6,5,0,0,0.0,34.8,34.8,Legal
user002,2026-06-07,6,1,,,0,0,0,0,14,2,4,0,0,0.0,21.8,0.0,Legal
user002,2026-06-08,0,0,10.45,10.45,0,0,1,1,11,3,0,0,0,0.0,38.3,0.0,Legal
user002,2026-06-09,1,0,10.633333333333333,10.633333333333333,0,0,1,1,15,6,5,0,0,0.0,48.3,0.0,Legal
user002,2026-06-10,2,0,10.95,10.95,0,0,1,1,18,7,7,0,0,0.0,18.0,0.0,Legal
user002,2026-06-11,3,0,10.266666666666667,10.266666666666667,0,0,1,1,13,2,3,0,0,0.0,11.9,0.0,Legal
user002,2026-06-12,4,0,10.3,10.3,0,0,1,1,16,2,5,0,0,0.0,12.5,0.0,Legal
user002,2026-06-13,5,1,,,0,0,0,0,15,4,5,0,0,0.0,1.0,0.0,Legal
user002,2026-06-14,6,1,,,0,0,0,0,4,2,1,0,0,0.0,46.6,0.0,Legal
user002,2026-06-15,0,0,10.833333333333334,10.833333333333334,0,0,1,1,15,9,5,0,0,0.0,22.1,22.1,Legal
user002,2026-06-16,1,0,10.7,10.7,0,0,1,1,15,3,4,0,0,0.0,11.4,0.0,Legal
user002,2026-06-17,2,0,10.033333333333333,10.033333333333333,0,0,1,1,5,0,3,0,0,0.0,7.5,7.5,Legal
user002,2026-06-18,3,0,10.25,10.25,0,0,1,1,11,3,2,0,0,0.0,1.0,0.0,Legal
user002,2026-06-19,4,0,11.1,11.1,0,0,1,1,14,4,6,0,0,0.0,13.3,0.0,Legal
user002,2026-06-20,5,1,,,0,0,0,0,11,1,3,0,0,0.0,8.1,0.0,Legal
user002,2026-06-21,6,1,,,0,0,0,0,11,2,4,0,0,0.0,43.9,0.0,Legal
user002,2026-06-22,0,0,11.383333333333333,11.383333333333333,0,0,1,1,18,6,5,0,0,0.0,1.0,0.0,Legal
user002,2026-06-23,1,0,10.933333333333334,10.933333333333334,0,0,1,1,20,8,6,0,0,0.0,1.9,0.0,Legal
user002,2026-06-24,2,0,10.433333333333334,10.433333333333334,0,0,1,1,10,3,4,0,0,0.0,22.2,0.0,Legal
user002,2026-06-25,3,0,9.716666666666667,9.716666666666667,0,0,1,1,16,7,7,0,0,0.0,6.4,0.0,Legal
user002,2026-06-26,4,0,10.033333333333333,10.033333333333333,0,0,1,1,11,3,4,0,0,0.0,2.9,0.0,Legal
user002,2026-06-27,5,1,,,0,0,0,0,20,6,7,0,0,0.0,31.0,0.0,Legal
user002,2026-06-28,6,1,,,0,0,0,0,17,6,5,0,0,0.0,45.0,45.0,Legal
user002,2026-06-29,0,0,10.666666666666666,10.666666666666666,0,0,1,1,15,6,3,0,0,0.0,6.7,0.0,Legal
user003,2026-05-01,4,0,9.366666666666667,9.366666666666667,0,0,1,1,25,6,11,0,0,0.0,25.5,25.5,Finance
user003,2026-05-02,5,1,,,0,0,0,0,23,4,6,0,0,0.0,69.1,0.0,Finance
user003,2026-05-03,6,1,,,0,0,0,0,12,4,1,0,0,0.0,59.2,0.0,Finance
user003,2026-05-04,0,0,8.5,8.5,0,0,1,1,15,3,4,0,0,0.0,67.8,0.0,Finance
user003,2026-05-05,1,0,8.3,8.3,0,0,1,1,17,2,4,0,0,0.0,31.7,0.0,Finance
user003,2026-05-06,2,0,9.533333333333333,9.533333333333333,0,0,1,1,15,0,2,0,0,0.0,75.4,0.0,Finance
user003,2026-05-07,3,0,8.733333333333333,8.733333333333333,0,0,1,1,21,3,5,0,0,0.0,57.6,0.0,Finance
user003,2026-05-08,4,0,9.316666666666666,9.316666666666666,0,0,1,1,23,6,11,0,0,0.0,42.4,0.0,Finance
user003,2026-05-09,5,1,,,0,0,0,0,16,11,8,0,0,0.0,54.4,0.0,Finance
user003,2026-05-10,6,1,,,0,0,0,0,13,2,6,0,0,0.0,97.6,0.0,Finance
user003,2026-05-11,0,0,10.25,10.25,0,0,1,1,11,4,4,1,1,10.1,80.1,0.0,Finance
user003,2026-05-12,1,0,8.616666666666667,8.616666666666667,0,0,1,1,18,2,6,0,0,0.0,68.8,68.8,Finance
user003,2026-05-13,2,0,9.366666666666667,9.366666666666667,0,0,1,1,22,5,9,0,0,0.0,67.7,0.0,Finance
user003,2026-05-14,3,0,9.533333333333333,9.533333333333333,0,0,1,1,15,2,2,0,0,0.0,29.1,0.0,Finance
user003,2026-05-15,4,0,9.45,9.45,0,0,1,1,14,3,1,0,0,0.0,65.1,0.0,Finance
user003,2026-05-16,5,1,,,0,0,0,0,13,7,5,0,0,0.0,67.0,0.0,Finance
user003,2026-05-17,6,1,,,0,0,0,0,17,3,7,0,0,0.0,63.3,0.0,Finance
user003,2026-05-18,0,0,9.4,9.4,0,0,1,1,22,9,4,0,0,0.0,55.7,55.7,Finance
user003,2026-05-19,1,0,9.95,9.95,0,0,1,1,19,4,3,0,0,0.0,46.0,0.0,Finance
user003,2026-05-20,2,0,9.5,9.5,0,0,1,1,19,4,2,0,0,0.0,57.3,0.0,Finance
user003,2026-05-21,3,0,9.5,9.5,0,0,1,1,18,8,6,1,0,10.1,57.7,57.7,Finance
user003,2026-05-22,4,0,9.283333333333333,9.283333333333333,0,0,1,1,15,3,3,0,0,0.0,52.9,0.0,Finance
user003,2026-05-23,5,1,,,0,0,0,0,13,5,4,0,0,0.0,56.3,0.0,Finance
user003,2026-05-24,6,1,,,0,0,0,0,16,4,4,0,0,0.0,56.5,0.0,Finance
user003,2026-05-25,0,0,9.833333333333334,9.833333333333334,0,0,1,1,23,5,4,0,0,0.0,65.9,0.0,Finance
user003,2026-05-26,1,0,10.633333333333333,10.633333333333333,0,0,1,1,13,5,3,0,0,0.0,37.0,0.0,Finance
user003,2026-05-27,2,0,10.016666666666667,10.016666666666667,0,0,1,1,23,5,7,0,0,0.0,66.1,0.0,Finance
user003,2026-05-28,3,0,9.166666666666666,9.166666666666666,0,0,1,1,20,5,7,0,0,0.0,57.9,0.0,Finance
user003,2026-05-29,4,0,9.5,9.5,0,0,1,1,17,6,4,0,0,0.0,51.2,0.0,Finance
user003,2026-05-30,5,1,,,0,0,0,0,21,7,3,0,0,0.0,46.2,0.0,Finance
user003,2026-05-31,6,1,,,0,0,0,0,15,1,7,0,0,0.0,34.8,0.0,Finance
user003,2026-06-01,0,0,9.316666666666666,9.316666666666666,0,0,1,1,17,3,6,0,0,0.0,32.6,0.0,Finance
user003,2026-06-02,1,0,8.916666666666666,8.916666666666666,0,0,1,1,12,2,4,0,0,0.0,59.5,0.0,Finance
user003,2026-06-03,2,0,8.45,8.45,0,0,1,1,20,4,8,0,0,0.0,35.3,0.0,Finance
user003,2026-06-04,3,0,8.716666666666667,8.716666666666667,0,0,1,1,21,6,6,0,0,0.0,54.3,0.0,Finance
user003,2026-06-05,4,0,8.983333333333333,8.983333333333333,0,0,1,1,20,5,5,0,0,0.0,44.0,0.0,Finance
user003,2026-06-06,5,1,,,0,0,0,0,14,5,6,1,0,38.3,55.2,0.0,Finance
user003,2026-06-07,6,1,,,0,0,0,0,23,5,7,0,0,0.0,52.7,0.0,Finance
user003,2026-06-08,0,0,8.533333333333333,8.533333333333333,0,0,1,1,13,2,7,1,0,18.9,1540.3,1540.3,Finance
user003,2026-06-09,1,0,10.0,10.0,0,0,1,1,10,2,2,0,0,0.0,46.9,0.0,Finance
user003,2026-06-10,2,0,9.416666666666666,9.416666666666666,0,0,1,1,18,5,6,0,0,0.0,67.8,0.0,Finance
user003,2026-06-11,3,0,9.45,9.45,0,0,1,1,7,2,2,0,0,0.0,67.3,0.0,Finance
user003,2026-06-12,4,0,8.583333333333334,8.583333333333334,0,0,1,1,13,4,5,0,0,0.0,60.5,0.0,Finance
user003,2026-06-13,5,1,,,0,0,0,0,18,4,5,0,0,0.0,43.3,0.0,Finance
user003,2026-06-14,6,1,,,0,0,0,0,14,2,3,0,0,0.0,64.4,0.0,Finance
user003,2026-06-15,0,0,9.516666666666667,9.516666666666667,0,0,1,1,13,6,2,0,0,0.0,16.7,16.7,Finance
user003,2026-06-16,1,0,8.85,8.85,0,0,1,1,17,3,5,0,0,0.0,52.3,0.0,Finance
user003,2026-06-17,2,0,8.616666666666667,8.616666666666667,0,0,1,1,17,6,5,0,0,0.0,47.4,0.0,Finance
user003,2026-06-18,3,0,10.05,10.05,0,0,1,1,13,3,4,0,0,0.0,67.9,0.0,Finance
user003,2026-06-19,4,0,8.883333333333333,8.883333333333333,0,0,1,1,14,3,3,0,0,0.0,32.0,0.0,Finance
user003,2026-06-20,5,1,,,0,0,0,0,14,4,5,0,0,0.0,49.1,0.0,Finance
user003,2026-06-21,6,1,,,0,0,0,0,21,8,3,0,0,0.0,59.4,0.0,Finance
user003,2026-06-22,0,0,9.633333333333333,9.633333333333333,0,0,1,1,22,5,9,0,0,0.0,28.5,0.0,Finance
user003,2026-06-23,1,0,10.383333333333333,10.383333333333333,0,0,1,1,19,9,7,0,0,0.0,72.5,0.0,Finance
user003,2026-06-24,2,0,9.466666666666667,9.466666666666667,0,0,1,1,16,1,6,0,0,0.0,56.5,0.0,Finance
user003,2026-06-25,3,0,10.216666666666667,10.216666666666667,0,0,1,1,15,4,3,0,0,0.0,39.6,0.0,Finance
user003,2026-06-26,4,0,8.45,8.45,0,0,1,1,19,5,3,0,0,0.0,45.4,0.0,Finance
user003,2026-06-27,5,1,,,0,0,0,0,13,5,1,0,0,0.0,46.2,0.0,Finance
user003,2026-06-28,6,1,,,0,0,0,0,16,5,2,0,0,0.0,47.5,0.0,Finance
user003,2026-06-29,0,0,9.35,9.35,0,0,1,1,19,6,7,0,0,0.0,68.0,68.0,Finance
user004,2026-05-01,4,0,10.0,10.0,0,0,1,1,10,0,3,0,0,0.0,49.3,0.0,Engineering
user004,2026-05-02,5,1,,,0,0,0,0,5,0,3,0,0,0.0,42.4,0.0,Engineering
user004,2026-05-03,6,1,,,0,0,0,0,9,0,0,0,0,0.0,23.2,23.2,Engineering
user004,2026-05-04,0,0,9.583333333333334,9.583333333333334,0,0,1,1,9,0,0,0,0,0.0,11.5,0.0,Engineering
user004,2026-05-05,1,0,8.85,8.85,0,0,1,1,14,0,4,0,0,0.0,19.6,0.0,Engineering
user004,2026-05-06,2,0,8.65,8.65,0,0,1,1,10,0,5,0,0,0.0,26.6,26.6,Engineering
user004,2026-05-07,3,0,9.616666666666667,9.616666666666667,0,0,1,1,9,0,1,0,0,0.0,30.4,0.0,Engineering
user004,2026-05-08,4,0,9.016666666666667,9.016666666666667,0,0,1,1,11,0,5,0,0,0.0,41.5,0.0,Engineering
user004,2026-05-09,5,1,,,0,0,0,0,17,0,6,0,0,0.0,21.1,0.0,Engineering
user004,2026-05-10,6,1,,,0,0,0,0,5,0,2,0,0,0.0,27.9,0.0,Engineering
user004,2026-05-11,0,0,10.183333333333334,10.183333333333334,0,0,1,1,10,0,5,0,0,0.0,29.7,0.0,Engineering
user004,2026-05-12,1,0,8.016666666666667,8.016666666666667,0,0,1,1,4,0,2,0,0,0.0,29.0,0.0,Engineering
user004,2026-05-13,2,0,8.366666666666667,8.366666666666667,0,0,1,1,10,0,3,1,0,19.4,44.5,0.0,Engineering
user004,2026-05-14,3,0,10.716666666666667,10.716666666666667,0,0,1,1,12,0,3,0,0,0.0,27.4,0.0,Engineering
user004,2026-05-15,4,0,10.183333333333334,10.183333333333334,0,0,1,1,5,0,2,0,0,0.0,41.4,0.0,Engineering
user004,2026-05-16,5,1,,,0,0,0,0,7,0,2,0,0,0.0,31.7,0.0,Engineering
user004,2026-05-17,6,1,,,0,0,0,0,16,0,3,0,0,0.0,41.2,0.0,Engineering
user004,2026-05-18,0,0,9.4,9.4,0,0,1,1,10,0,2,0,0,0.0,16.8,16.8,Engineering
user004,2026-05-19,1,0,9.05,9.05,0,0,1,1,12,0,3,1,0,18.7,6.4,0.0,Engineering
user004,2026-05-20,2,0,10.25,10.25,0,0,1,1,7,0,1,0,0,0.0,4.8,0.0,Engineering
user004,2026-05-21,3,0,8.233333333333333,8.233333333333333,0,0,1,1,3,0,1,0,0,0.0,45.0,45.0,Engineering
user004,2026-05-22,4,0,10.516666666666667,10.516666666666667,0,0,1,1,7,0,2,0,0,0.0,24.6,24.6,Engineering
user004,2026-05-23,5,1,,,0,0,0,0,12,0,3,0,0,0.0,45.0,0.0,Engineering
user004,2026-05-24,6,1,,,0,0,0,0,9,0,1,0,0,0.0,7.7,0.0,Engineering
user004,2026-05-25,0,0,10.433333333333334,10.433333333333334,0,0,1,1,8,0,2,0,0,0.0,1.0,1.0,Engineering
user004,2026-05-26,1,0,10.15,10.15,0,0,1,1,7,0,2,0,0,0.0,28.5,0.0,Engineering
user004,2026-05-27,2,0,9.566666666666666,9.566666666666666,0,0,1,1,3,0,0,0,0,0.0,30.7,0.0,Engineering
user004,2026-05-28,3,0,9.966666666666667,9.966666666666667,0,0,1,1,5,0,1,0,0,0.0,30.0,0.0,Engineering
user004,2026-05-29,4,0,11.75,11.75,0,0,1,1,16,0,7,0,0,0.0,31.4,31.4,Engineering
user004,2026-05-30,5,1,,,0,0,0,0,5,0,1,0,0,0.0,11.0,0.0,Engineering
user004,2026-05-31,6,1,,,0,0,0,0,7,0,0,0,0,0.0,42.2,0.0,Engineering
user004,2026-06-01,0,0,8.566666666666666,8.566666666666666,0,0,1,1,9,0,2,0,0,0.0,55.8,0.0,Engineering
user004,2026-06-02,1,0,8.966666666666667,8.966666666666667,0,0,1,1,5,0,0,0,0,0.0,44.4,44.4,Engineering
user004,2026-06-03,2,0,8.4,8.4,0,0,1,1,5,0,1,0,0,0.0,31.0,0.0,Engineering
user004,2026-06-04,3,0,9.45,9.45,0,0,1,1,16,0,6,1,0,29.9,29.6,0.0,Engineering
user004,2026-06-05,4,0,8.033333333333333,8.033333333333333,0,0,1,1,11,0,4,0,0,0.0,52.5,52.5,Engineering
user004,2026-06-06,5,1,,,0,0,0,0,7,0,2,0,0,0.0,6.4,0.0,Engineering
user004,2026-06-07,6,1,,,0,0,0,0,15,0,2,1,0,27.7,1.0,1.0,Engineering
user004,2026-06-08,0,0,9.7,9.7,0,0,1,1,8,0,2,0,0,0.0,31.9,0.0,Engineering
user004,2026-06-09,1,0,9.2,9.2,0,0,1,1,9,0,2,0,0,0.0,10.9,0.0,Engineering
user004,2026-06-10,2,0,9.166666666666666,9.166666666666666,0,0,1,1,15,0,4,0,0,0.0,16.2,0.0,Engineering
user004,2026-06-11,3,0,9.25,9.25,0,0,1,1,8,0,3,0,0,0.0,5.5,0.0,Engineering
user004,2026-06-12,4,0,8.966666666666667,8.966666666666667,0,0,1,1,6,0,3,0,0,0.0,19.5,0.0,Engineering
user004,2026-06-13,5,1,,,0,0,0,0,5,0,4,0,0,0.0,43.9,0.0,Engineering
user004,2026-06-14,6,1,,,0,0,0,0,4,0,0,0,0,0.0,44.4,0.0,Engineering
user004,2026-06-15,0,0,9.483333333333333,9.483333333333333,0,0,1,1,10,0,3,0,0,0.0,6.0,0.0,Engineering
user004,2026-06-16,1,0,9.033333333333333,9.033333333333333,0,0,1,1,12,0,4,0,0,0.0,8.0,8.0,Engineering
user004,2026-06-17,2,0,8.066666666666666,8.066666666666666,0,0,1,1,6,0,1,0,0,0.0,44.1,0.0,Engineering
user004,2026-06-18,3,0,9.033333333333333,9.033333333333333,0,0,1,1,11,0,7,0,0,0.0,17.0,0.0,Engineering
user004,2026-06-19,4,0,8.866666666666667,8.866666666666667,0,0,1,1,9,0,5,0,0,0.0,1.4,0.0,Engineering
user004,2026-06-20,5,1,,,0,0,0,0,11,0,3,0,0,0.0,40.7,0.0,Engineering
user004,2026-06-21,6,1,,,0,0,0,0,11,0,5,1,0,39.8,22.5,0.0,Engineering
user004,2026-06-22,0,0,10.916666666666666,10.916666666666666,0,0,1,1,8,0,5,0,0,0.0,56.6,56.6,Engineering
user004,2026-06-23,1,0,9.716666666666667,9.716666666666667,0,0,1,1,3,0,1,0,0,0.0,9.5,0.0,Engineering
